id,type,title,latitude,longitude,address,description,phone,website
186,Community,Survivors of Torture & Trauma - Assistance & Rehabilitation Service Inc.,-34.954159,138.5903098,"81 Angus St, Adelaide, South Australia","Counselling - individual and group
Support and advocacy
Community education",8206 8900,www.sttars.org.au
187,Community,Nexus Multicultural Arts Centre Inc.,-34.921025,138.608667,"Lion Arts Centre, cnr Morphett St and North Tce, Adelaide, South Australia","Visual art exhibitions
Performing arts - world music and dance concerts, professional and emerging performer access
Workshops - skills in art, music, video
Ambassadorial and volunteer networks
Residencies - visual arts, performance and literature
Forums - interfaith, multicultural arts; bridging communities & cultures; seminars",,www.nexus.asn.au
188,Community,Mental Health Services in SA,-34.92862119999999,138.5999594,", Adelaide, South Australia","Mental Health Triage Service / Assessment & Crisis Intervention Service: 24 hours, 7 days per week. Telephone 13 14 65
Adult services: acute inpatient, community and rehabilitation services
Older Persons Mental Health Services: acute inpatient and community services
Child and Adolescent Mental Health Services
Statewide Forensic Mental Health Service 
Country Mental Health Services: Rural and Remote Mental Health Services, Older Persons Consultation Liaison Service, and community services",8226 6278,www.sahealth.sa.gov.au
189,Community,State Records of SA,-34.9240265,138.5976835,"26-28 Leigh St, Adelaide, South Australia","Provides access to official South Australian state and local government records through website and research centres 
Assists South Australian state and local government agencies to improve and develop their records management practices 
Assists in locating and providing access to records relating to South Australian Aboriginal people and Aboriginal issues 
Administers the  (SA) Freedom of Information Act ,1991
Supports the Privacy Committee of South Australia and administers the State's copyright contract",08 8204 8791,www.archives.sa.gov.au
190,Community,State Library of SA,-34.921025,138.608667,"North Tce, Adelaide, South Australia","Collection of general reference material including electronic information resources, maps, newspapers and periodicals
South Australiana - published and archival heritage collections, including photographs and sound recordings, that document both past and contemporary South Australian life
General reference enquiry service - also available by telephone and via the library's website
Asknow online real-time chat based reference service staffed by all Australian State Libraries and National Libraries of Australia, NZ and Singapore
Access centre for the National Film & Sound Archives
Administration of legal deposit arrangements to obtain all South Australian publications including audio-visual and other non-print resources
Administration of state subsidies to public libraries through Public Library Services, tel. 8348 2311
Bradman Collection - permanent free exhibition of cricketing memorabilia housed in the Institute Building, cnr Kintore Ave and North Tce
Public computer access - including internet access, audio-visual resources/services and equipment for people with vision impairment
Copy Centre - including basic, colour and specialised photocopying, binding and laminating, microfiche and microfilm sales, faxing and library publication sales outlet, tel. 8207 7334, fax 8207 7354
Development and maintenance of special collections - including children's literature, Aboriginal and Torres Strait Islander collections, oral history, maritime, wine and rare books
English Language Learning & Improvement Service (ELLIS) - including graded course books, videos, audio tapes and computer programs for people wishing to improve their English literacy skills
Exhibitions including Mortlock Wing South Australiana, Treasures Wall, MultiMedia Wall and Ron Boland newspaper display
Family history service
Friends of the State Library, tel. 8207 7255
Individual study rooms and meeting rooms
Seminars - including oral history and family history
Support to public library services
Venue hire, tel. 8207 7203, 0401 125 093",08 8207 7250,www.slsa.sa.gov.au
191,Community,Community Support Inc.,-34.9356045,138.5993234,"145 South Tce, Adelaide, South Australia","Provision of support services - including personal care, respite care, home help, home and garden maintenance, social support, shopping, living skills training, social development and transport",8112 8000,www.csisa.org.au
192,Community,Oxfam Australia Adelaide,-34.925448,138.611449,"Level 2, 5-7 Hutt Street, Adelaide, South Australia","Overseas aid
Fund raising - for community development projects in developing countries and Australia
Promotion of inter-cultural, international understanding and relations
Public education and awareness - global poverty and development issues
Ethical investment fund
Second-hand bookshop, 7 Hutt St, Adelaide, tel. 8236 2150, open Tues, Fri, Sat 9am - 5pm",08 8236 2100,www.oxfam.org.au
193,Community,Brain Injury Network SA Inc.,-34.9256566,138.5945501,"70 Light Sq, Adelaide, South Australia","Advocacy - individual and general
Information and referral
Springboard Program - rehabilitation therapy and education program for adults with severe and multiple physical and cognitive disabilities following an experience of brain injury, held Mon - Fri 10am - 3pm, referral through Disability SA
Learning and Lifeskills Program - information and education through seminars, short courses and workshops in both city and country; Promoting awareness of acquired brain injury to the general community through Brain Injury Awareness Week and country forums
Reconnect program - 6-8 week program to bridge the gap between formal rehabilitation and community living
Support groups for people with acquired brain injury and for partners of people with acquired brain injury",,www.binsa.org
194,Community,Chinese Welfare Services of SA Inc.,-34.929038,138.5907544,"222 Grote St, Adelaide, South Australia","Welfare services - including counselling, information and referral about migration, legal issues, education, employment, recreation, accommodation and relationship problems
Community Settlement Services Scheme - support for newly arrived migrants and refugees including advocacy, information and referral
Adult community education - including English and Mandarin conversation groups
Recreation - chi gong, tai chi, cultural singing and dancing
Tax Help - July to October",,
195,Community,Centre for English Language at the University of South Australia,-34.9234841,138.5915119,"UniSA House, 195 North Terrace, Adelaide, South Australia","Academic English language program - for students planning to study at an Australian education institution
Language testing - International English Language Testing System (IELTS) and IELTS test preparation programs
Educational resources
Accommodation placement service",08 8302 1555,www.unisa.edu.au/celusa
196,Community,Australian Hearing,-34.923946,138.6090948,"209 Grenfell Street, Adelaide, South Australia","Hearing assessment
Hearing rehabilitation
Provision of hearing aids and assistive devices",13 1797,www.hearing.com.au
197,Community,South Australian Lebanese Womens Association Inc.,-34.925831,138.6010854,"3rd Level, 302/33 Pirie St, Adelaide, South Australia","Health and welfare services - including counselling, financial counselling, information and referral, advocacy, home visiting and support groups
English language classes, Wed, Thurs 11am - 2pm
Cross-cultural training for professionals
Settlement assistance for newly arrived migrants",08 8211 9233,www.communitywebs.org/SALebaneseWomens
198,Community,Seniors Information Service Inc.,-34.9257795,138.596854,"76 Waymouth St, Adelaide, South Australia","Information and referral on general issues concerning older people, their families and carers
Information to assist older people to live independently in their own homes
Information on aged care facilities including locations, current vacancies and costs. Aims to assist clients to obtain accommodation on a long term or respite basis but does not arrange placements. Assistance with application forms by appointment
Information on housing options including retirement village accommodation (rental, entry contribution and resident funded units). Retirement Accommodation Directory and vacancy registers available for these accommodation types
Referral to appropriate complaints agencies regarding residential care, retirement villages, home support and other services
Fact sheets on health and well-being, housing options, care and support options, legal or financial issues and lifestyle
Provision of speakers to community groups
Seminars on topics for younger retirees on retirement housing
Seniors Internet Lounge - free internet access for older people, assistance with access to information and training in computer skills provided by volunteers
Tax Help - trained volunteers can assist members of the public to complete simple tax returns at no charge. Available July - October, by appointment",08 8168 8776,www.seniors.asn.au
199,Community,Migrant Health Service,-34.9310065,138.5974348,"21 Market St, Adelaide, South Australia","Medical care - assessments and initial primary care (MHS does not provide an ongoing community general practice service)
Health information - including health education
Visiting services including optometry, psychiatry and massage
Well women's clinic
Immunisation clinic
Training for other service providers working with recent humanitarian arrivals",08 8237 3900,www.sahealth.sa.gov.au
200,Community,Consumer & Business Services,-34.9242978,138.6032394,"Chesser House, 91-97 Grenfell St, Adelaide, South Australia","<a href=""?q=intref/CISADOC1/2288"">Births, Deaths & Marriages Registration Office</a>
<a href=""?q=intref/CISADOC1/2291"">Business & Occupational Services</a>
<a href=""/org/202584-Consumer_Advice"">Consumer Advice</a>
Regulation of sale, supply and consumption of liquor for related industries and the SA public
<a href=""?q=intref/CISADOC1/125"">Tenancies Branch</a>
<a href=""?q=intref/CISADOC1/2692"">Product Safety/Trade Measurement</a>",13 1882,www.cbs.sa.gov.au
201,Community,Public Trustee,-34.928317,138.5989974,"211 Victoria Sq, Adelaide, South Australia","Will making, estate management and trustee services
Investment services for Public Trustee clients
Preparation of tax returns
Enduring Power of Attorney and Enduring Power of Guardianship
Community Foundation of SA - individuals can create trusts that benefit charitable organisations",,www.publictrustee.sa.gov.au
202,Community,Olga Fudge Lodge,-34.925703,138.594707,"c/- 134 Waymouth St, Adelaide, South Australia","Fully supported accommodation
Assistance with accommodation, financial counselling, legal, employment and education issues and daily living skills
Support, advocacy and referral to appropriate agencies",,www.afss.com.au
203,Community,Narungga House,-34.925703,138.594707,"134 Waymouth St, Adelaide, South Australia","Fully supported accommodation
Assistance with accommodation, financial counselling, legal, employment and education issues and daily living skills
Support, advocacy and referral to appropriate agencies",,www.afss.com.au
204,Community,Ausdance - Australian Dance Council (SA) Inc.,-34.922016,138.597284,"Level 3, The Atrium, Station Arcade, 136 North Tce, Adelaide, South Australia","Advocacy for the dance community
ASAIDA, Ausdance SA Indigenous Dance Alliance - professional development and training opportunities for young indigenous dancers
Community Dance Space - offers dance classes in styles such as Breakdance, Contemporary, Classical, Brazilian Samba, Capoeira, Flamenco, Hip Hop, Funk, Reggaeton and Latin Hip Hop. The space is also available for hire with special rates for independent artists
Continuing occupational/professional education
Dancers in Schools - schools can book dance tutors in a range of styles
Information dissemination - including program of activities and special events
Public education and awareness",08 8212 0825,www.ausdancesa.org.au
205,Community,Jewish Community Services Inc.,-34.933391,138.591368,"199 Sturt St, Adelaide, South Australia","Welfare services - including counselling, information and referral and client advocacy
Support for newly arrived migrants including advocacy, information and referral
Crisis intervention
Services for the aged - including needs assessment, information and referral in relation to residential aged care, home support, respite, recreation
Services for holocaust survivors - support groups and assistance with claims for restitution
Tai chi classes - monthly",,www.jcssa.asn.au
206,Community,Urban Ecology Australia Inc.,-34.9332672,138.5964491,"105 Sturt St, Adelaide, South Australia","Interpretative tours of Christie Walk eco-city development, Sturt St, Adelaide. Tours for groups, including students, by arrangement. Public tours monthly 3rd Sun 11am
Independent information, referral and advisory services for business, industry and government and the general public
Advocacy for ecologically sustainable human settlements including renewable energy, bioregional planning, traffic free environments and ecological development
Information, referral and consultancies regarding ecological issues
Public education and awareness",08 8212 6760,www.urbanecology.org.au
207,Community,Community Partnerships and Growth,-34.9269971,138.6066316,"Level 2, 153 Flinders St, Adelaide, South Australia","Provision of capital funding and other support to assist the growth of community housing organisations
Registration and regulation of housing cooperatives and housing associations
Development of the community housing sector",1800 686 366,www.sa.gov.au/communityhousing
208,Community,CEA Human Resources & Consulting,-34.9262349,138.6116095,"33 Hutt St, Adelaide, South Australia","Management systems consultancy - including occupational health and safety, workers compensation management
Management and human resources consultancy
Strategic and business planning consultancy
Employee and industrial relations - including enterprise bargaining, unfair dismissals, underpayment claims and disputes
Training",08 8232 2820,www.ceainc.asn.au
209,Community,Public & Community Housing Appeal Unit,-34.9285496,138.6024762,"1st Floor, 45 Wakefield St, Adelaide, South Australia","Administers appeal processes dealing with appeals concerning the application of Housing SA policy
Administers appeal process for appeals lodged by CHO members/tenants against decisions made by their CHO
Provides information, training and advice on public and community housing appeal processes for individuals, groups and service providers",08 8207 0080,www.dcsi.sa.gov.au
210,Community,The Smith Family,-34.925666,138.603387,"97 Pirie St, Adelaide, South Australia","Learning for Life - scholarships and education programs for children and young people at school and in approved tertiary studies. The Learning for Life scholarship supports families with financial assistance for school students to cover costs such as fees, uniforms, books and excursions; support and advice to children experiencing difficulties at school
Essential literacies - reading, financial and digital literacy support
Mentoring disadvantaged youth - face-to-face and online mentoring for secondary school and tertiary students
student2student - a peer telephone support reading program matching students who need to improve their reading (Years 3-6) with trained older mentors (Years 8-10)
Homework Clubs - students work with tutors to complete their school work in a positive learning environment
Post secondary scholarships program - financial assistance and mentoring for  University and TAFE students who meet financial eligibility requirements. Mentors are matched to students based on their vocational background and undertake nationally accredited training
Support and friendship for women through VIEW Clubs of Australia â€“ located at Adelaide, Adelaide Hills, Adelaide West, Blackwood, Gawler, Golden Grove, Holdfast, Marion, Tea Tree Gully, Southern Vales, Unley and Victor Harbor",8224 1400,www.thesmithfamily.com.au/
211,Community,Office of the Employee Ombudsman,-34.927671,138.600807,"Ground Floor, State Administration Bldg, 200 Victoria Sq, Adelaide, South Australia","Advises employees, home-based employees and outworkers on their industrial rights and obligations
Assists employees in enterprise bargaining
Investigates complaints from employees
Scrutinises proposed enterprise agreements",8207 1970,www.employeeombudsman.sa.gov.au
212,Community,Multicultural Communities Council of SA Inc.,-34.9346232,138.5962007,"113 Gilbert St, Adelaide, South Australia","Advocacy for culturally and linguistically diverse communities in South Australia
Assistance provided in grant application writing to member groups
Community Visitors Scheme - companionship and social support provided by bilingual volunteers to people in residential aged care facilities
SEA Asian Reconnect for young people from Vietnamese, Chinese or Cambodian background - early intervention for young people at risk of homelessness
Sharing Through Active Recreation - participation in sport and recreational activities for young people from culturally and linguistically diverse backgrounds
Transport service - mini-bus for ethnic organisations to transport frail aged and younger people with disabilities",08 8345 5266,www.mccsa.org.au
213,Community,Environmental Defenders Office (SA) Inc.,-34.9345935,138.6004602,"1st Floor, 408 King William St, Adelaide, South Australia","Legal advice - environmental and planning law
Community legal education",08 8410 3833,www.edo.org.au
214,Community,DonateLife SA,-34.9244735,138.6014712,"Level 6, 45 Grenfell St, Adelaide, South Australia","Coordination of organ and tissue donation for transplantation
Professional education
Public education and awareness - including provision of guest speakers
Support for families of organ donors - including counselling through the Donor Family Support Service",08 8207 7117,www.donatelife.gov.au
215,Community,Womens Legal Service SA Inc.,-34.9276761,138.5932793,"151 Franklin St, Adelaide, South Australia","Legal advice, referral and ongoing legal assistance - telephone and face-to-face (by appointment)
Aboriginal and Torres Strait Islander Women's Program - court support, legal advice and referral
Law reform and research
Community legal education - including sessions about women's rights and the law, fact sheets
Resource collection",08 8231 8929,www.wlssa.org.au
216,Community,Lifeline - Adelaide,-34.9272058,138.5986246,"10 Franklin St, Adelaide, South Australia","Telephone counselling - on issues including addiction, child abuse, domestic violence, loss and grief, mental health, personal crisis, relationship problems, suicide and youth issues
Information and referral
Training for service providers and the community including Certificate IV in Telephone Counselling, Living Works suicide intervention skills training and depression awareness training",131114,www.unitingcommunities.org
217,Community,Centacare Family Relationship Services,-34.9285496,138.6024762,"45 Wakefield St, Adelaide, South Australia","Counselling for individuals and couples who are facing difficulties in their relationship and lives
Counselling for children and young people in families where parental separation has occurred
Family relationships education - for men and their families; courses in parenting and relationship issues
Men and Family Relationships - counselling for for men and their families",08 8210 8200,www.centacare.org.au
218,Community,Muslim Womens Association of SA Inc.,-34.927359,138.601035,"Level 4, 182 Victoria Square, Adelaide, South Australia","Welfare services - including financial assistance, settlement assistance, general information and referral, new arrivals information sessions
Community Settlement Services Scheme - support for newly arrived migrants and refugees including advocacy, information, casework and referral, parenting sessions & youth activities
Cross cultural training sessions for service providers, community groups and schools
English & Computer classes and support groups
Recreational & sporting activities",08 8212 0800,mwasa.org.au
219,Community,Unity Housing Company,-34.9310606,138.5913649,"9 Claxton St, Adelaide, South Australia","Accommodation - 5 inner city boarding houses for low income adult men, women and couples
Long term low cost rental housing",08 8237 8777,www.unityhousing.org.au
220,Community,Womens Housing Association Inc.,-34.930905,138.58985,"253 Gouger St, Adelaide, South Australia","Medium to long term, secure, low cost accommodation in metropolitan and country areas",08 8231 0388,womenshousing.org.au
221,Community,Fair Work Australia,-34.92124099999999,138.596016,"Level 6, Riverside Centre, North Tce, Adelaide, South Australia","Provides safety net of minimum conditions, including minimum wages, in awards
Facilitates good faith bargaining and the making of enterprise agreements
Remedies for unfair dismissal
Regulates the taking of industrial action
Resolves collective and individual workplace disputes through conciliation, mediation and in some cases arbitration",,www.fwa.gov.au
222,Community,"Land Services Group, Department for Transport, Energy & Infrastructure",-34.924352,138.6035627,"Level 2, 101 Grenfell St, Adelaide, South Australia","Land titling
Land and property valuation
Survey services
Land information enquiries, including plan and document searches, property ownership and other information",08 8226 3983,www.sa.gov.au/landservices
223,Community,Jobs Statewide Inc.,-34.925684,138.597321,"Level 1, 60 Waymouth St, Adelaide, South Australia","Job Services Australia - assistance in resume preparation, training opportunities and job search",08 8212 9000,www.jobs-statewide.com.au
224,Community,"Witness Assistance Service, Office of the Director of Public Prosecutions",-34.92607470000001,138.6013001,"7th Floor, 45 Pirie St, Adelaide, South Australia","Provision of information about the legal process, updates on the progress of a case, support services and victim's rights and responsibilities
Liaison with solicitors and prosecutors and other agencies
Court preparation and familiarisation tours
Attendance and support during meetings with solicitors and prosecutors
Coordination and provision of court companion support for victims/witnesses
Assistance with the preparation and presentation of victim impact statements for the sentencing court
Crisis counselling, intervention and debriefing in relation to the legal process
Community education and training and contribution to policy about victim's issues",,www.dpp.sa.gov.au
225,Community,"Towards Independence, Salvation Army",-34.93344,138.5949711,"Level 1, 62 Whitmore Sq, Adelaide, South Australia","Sobering Up Unit - 24 hour 7 day alcohol and drug immediate recovery service (non medical)
Supported Accommodation and Recovery Services (West) - residential counselling-based rehabilitation program including Aboriginal Outreach & Engage & Link Initiative; Indigenous casework sevices & supported accommodation
Supported Accommodation and Recovery Services (East) - self contained supported accommodation - counselling based outreach support services 
Bridge Alcohol & Other Drug Outreach Services - community based counselling, support and referral services 
IT Futures Initiative - IT training and computer based support, connecting homeless people",8110 8500,www.salvationarmy.org.au/towardsindependence
226,Community,"Families, Housing, Community Services & Indigenous Affairs, Australian Government Department of",-34.9246468,138.5974936,"Administration: 55 Currie St, Adelaide, South Australia","Families
Family assistance and relationships- family relationship services, parenting education programs; early intervention services to young people and families experiencing conflict; support for young adolescents and their families where the young people are at risk of destructive or self-destructive behaviours; financial assistance for families with children
Child Support Scheme
Support for child care services - including Child Care Benefit; policy advice and research regarding children's services
Communities
Assistance for communities to develop capacity and self-reliance
Housing support - assistance for low and moderate income households to access appropriate and affordable housing; support for people to move out of homelessness
Support for Indigenous organisations and communities; policy development and advice on Indigenous issues through the Office of Indigenous Policy Coordination, tel. (02) 6121 4000
Individuals
Support for seniors, people with disabilities, mental health, carers, young people, women - including income support payments
Australian Government Office for Women - provides policy and other advice to the Minister Assisting the Prime Minister for Women's Issues",,www.facs.gov.au
227,Community,"Indigenous Support Services, University of South Australia",-34.9218808,138.5929041,"Level 2, Yungondi Building, 70 North Tce, Adelaide, South Australia","Academic advice from Indigenous Academics
Indigenous centres on each university campus
University preparation for Indigenous students - annual program providing intensive academic and study skill sessions
Study support provided through Indigenous Tutorial Assistance Scheme (ITAS)
Special entry for Indigenous people who do not have the usual pre-requisites to enter a UniSA program
Information and support to apply for  scholarships",08 8302 9194,www.unisa.edu.au/Study-at-UniSA/Indigenous-Students
228,Community,Aboriginal Prisoners & Offenders Support Services Inc.,-34.9290614,138.6072173,"19-23 Cypress St, Adelaide, South Australia","Temporary accommodation to offenders exiting the prison system
Support for prisoners and offenders in all SA prisons - including information and referral, prison visiting, counselling, advocacy, peer support, post-release assistance, accommodation for parole
Support for Aboriginal young people - including crime prevention programs, counselling, information and referral, peer support
Support for families of prisoners and offenders
Recreation and cultural activities",08 8223 3177,www.aposs.net.au
229,Community,City West Child Care Centre,-34.9240617,138.5916376,"cnr Philip and Clarendon St, Adelaide, South Australia","Child care - full and part day care
Vacation care for children aged 5-12",08 8212 4266,www.citywestchildcare.com.au
230,Community,Reconciliation SA Inc.,-34.925938,138.598763,"11 Waymouth St, Adelaide, South Australia","Advocacy for reconciliation
National Reconciliation Week held annually May - June
Public education and awareness through information and resources",8463 6382,www.reconciliationsa.org.au
231,Community,National Archives of Australia - Adelaide Office,-34.9240265,138.5976835,"South Australian Archives Centre, 26-28 Leigh Street, Adelaide, South Australia","Preserves and ensures public and official access to documentary records of the commonwealth government
Provides training and advice to professional archives in Australia and the Pacific region
Exhibitions and events",08 8204 8787,www.naa.gov.au
232,Community,Caritas Australia,-34.9286771,138.6021561,"39 Wakefield St, Adelaide, South Australia","Fund raising - for community development projects in developing countries and Australia
Overseas aid
Emergency international disaster response
Promotion of intercultural, international understanding and relations
Public education and awareness - global poverty and development issues",,www.caritas.org.au
233,Community,Neighbourhood Watch Volunteers Association SA Inc.,-34.9298777,138.604497,"Level 2, 100 Angas St, Adelaide, South Australia","Crime prevention/reduction programs
Public safety education",08 7322 4043,www.watchsa.com.au
234,Community,Leukaemia Foundation - SA,-34.925553,138.602664,"76 Pirie St, Adelaide, South Australia","Emotional support and counselling, including bereavement support
Accommodation for country patients receiving treatment in Adelaide and their families - residential units in Richmond and Wayville
Health information - free booklets, fact sheets and resources
Education program and support groups for patients and carers
Country and regional support groups
Fund raising - World's Greatest Shave and Light the Night
Patient transport to and from hospital appointments
Public education and awareness",08 8100 9455,www.leukaemia.org.au
235,Community,Homelink SA,-34.9280593,138.5973375,"10 Pitt St, Adelaide, South Australia","Accommodation support for people with an intellectual disability - full-time, shared care or respite",8150 7200,www.unitingcommunities.org
236,Community,Office for Youth,-34.92124099999999,138.596016,"Level 8 Riverside Centre, North Tce, Adelaide, South Australia","YouthCONNECT - whole of government approach to youth policy
<a href=""?q=intref/CISADOC1/1005"">Duke of Edinburgh's Award Program</a> - an international youth development program
Active8 PremierÂ’s Youth Challenge - a youth development program providing young people with the opportunity to become actively involved in their community
Youth Advisory Committees (YACS) - work in partnership with local government to enable young people to provide representation and advice to elected members and the community on local youth issues
Minister's Youth Council - provides advice to the Minister on youth issues
National Youth Week - grants are available to local government and communities to stage events that showcase the talents of young people during this annual event, www.youthweek.com.au
OFY Youth Parliament Program - annual education program for young people to learn about the SA Parliamentary system
Grants - available to young people, government agencies and non-government  organisations",08 8207 0452,www.officeforyouth.sa.gov.au
237,Community,Adelaide Metro,-34.924257,138.5993924,"InfoCentre, 79 King William St, Adelaide, South Australia","Public transport services in metropolitan Adelaide - bus, train and tram
Information dissemination - public transport service and ticket information, route maps and timetables
<a href=""?q=intref/CISADOC1/2850"">South Australian Transport Subsidy Scheme</a> - provides taxi vouchers for people with permanent disability
Free travel for Seniors Card holders between 9am and 3pm on weekdays and all day on weekends and public holidays
Mobility Pass for people who are unable to validate a ticket using on-board equipment due to physical or cognitive impairment - set monthly fee applies
Nomad OnBoard - bus, train and tram timetables available on Java equipped mobile phones
Travel Pass for a Person with Vision Impairment - entitles holder to unlimited free travel on Adelaide Metro bus, train and tram services. Application form must be completed with medical certificate from ophthalmologist, optometrist or GP
Transport assistance - Plus One Free Companion Card assists people with physical mobility, cognitive, sensory or communication impairment who cannot safely use public transport on their own, but who can use public transport with the assistance of a companion/carer",1300 311 108,www.adelaidemetro.com.au
238,Community,Aged Care Standards & Accreditation Agency,-34.92611,138.601567,"Level 5, 26 Flinders St, Adelaide, South Australia","Accreditation of commonwealth funded residential aged care facilities
Promotion of best practice within the aged care industry
Education and training to improve quality of care",1800 288 025,www.accreditation.org.au
239,Community,Bfriend,-34.9280593,138.5973375,"1st Floor, 10 Pitt St, Adelaide, South Australia","Support for newly identifying same sex attracted, gay, lesbian, transgender and bisexual people and those who are exploring their sexuality/ gender identity
Short term support for newly identifying people from a trained volunteer who is gay, lesbian, bisexual, intersex or transgender - including regular, short term, support groups for newly identifying people; information forums
Information and resources
Community development work with Culturally and Linguistically Diverse (CALD)  communities, workers and organisations
Consultancy and training to organisations, government and the community",8202 5805,www.unitingcommunities.org
240,Community,CREATE Foundation Inc.,-34.9313666,138.6032729,"Unit 46, 81 Carrington St, Adelaide, South Australia","Support - provides opportunities for children and young people in care to connect with each other and to reach their potential
Activities, programs, training and policy advice aimed at improving the care system
Grants to assist young people",08 8223 6603,www.create.org.au
241,Community,Service Industries and Small Business,-34.924477,138.604654,"Level 9, The Conservatory, 131-139 Grenfell St, Adelaide, South Australia","Provides small business intenders with a free starting in business information kit and advice on the first steps to take
Referrals to other Government departments and/or industry associations
Business Licence Information Service (BLIS) - assists with licensing enquiries and reporting requirements",1800 188 018,www.southaustralia.biz
242,Community,South Australian Metropolitan Fire Service,-34.92856,138.604985,"99 Wakefield St, Adelaide, South Australia","Emergency response in metropolitan Adelaide and regional centres - fires and other emergencies
Public fire education and awareness - including public and school tours of the Adelaide Fire Station and fire engine visits to school and community events
Information about commercial and domestic fire safety
Road Awareness and Accident Prevention Program (RAAP Program) - local firefighters visit schools to talk to Year 11 and 12 students about road safety",,www.samfs.sa.gov.au
243,Community,SATAC,-34.9248635,138.6082914,"Ground Floor, 104 Frome St, Adelaide, South Australia","Receipt and processing of applications for entry to tertiary education courses offered by South Australian and Northern Territory universities and TAFE SA
Receipt and processing of applications for equity scholarships for study at South Australian and Northern Territory universities
Administers Special Tertiary Admissions Test (STAT) and International Student Admissions Test (ISAT)
Information dissemination - including the annual SATAC Uni Guide and TAFE SA Course and Admissions Guide which contain information about tertiary education courses, eligibility, applications and admissions",08 8224 4000,www.satac.edu.au
244,Community,South Australian Country Fire Service,-34.925684,138.597321,"Level 7, 60 Waymouth St, Adelaide, South Australia","Emergency response in regional South Australia - fires, storm damage and floods, motor vehicle accident rescues, hazardous chemical spills and industrial accidents
Fire information - 24 hour Fire Bans Hotline throughout the fire danger season
Volunteer recruitment and training for adults and cadets (young people aged 11-18) - 1300 364 587
Information on fire safety, prevention and survival for students, householders and landowners",8463 4200,www.cfs.sa.gov.au
245,Community,HomeStart Finance,-34.9269971,138.6066316,"153 Flinders St, Adelaide, South Australia",Home loans,1300 636 878,www.homestart.com.au
246,Community,Magdalene Centre,-34.930838,138.603381,"26 Moore St, Adelaide, South Australia","Information, advocacy, referral & crisis support service
Financial counselling
Housing Legal Clinic (Tues 1-3pm)
Tenants Information & Advisory Service (Tues 9.30am-3pm)
No Interest Loans Scheme
Dress to Impress - free formal clothing for interviews, court appearances
SMART Recovery
Various community groups - art, cooking, financial literacy
Drop in meal service (Sat 6-8pm)
Opportunity shop
Volunteer program
Tax Help July - Oct",08 8305 9382,www.anglicare-sa.org.au/magdalene-centre
247,Community,5EBI-FM,-34.930134,138.592336,"10 Byron Place, Adelaide, South Australia","Community radio station
Accredited training provider - broadcasting",08 8211 7635,www.5ebi.com.au
248,Community,Radio Adelaide,-34.9215023,138.6044791,"228 North Tce, Adelaide, South Australia","Community radio station
Accredited training provider - broadcasting and music industry 
Media production services",08 8313 5000,www.radio.adelaide.edu.au
249,Community,Adult Housing & Support Service,-34.9317236,138.5920841,"210-216 Wright St, Adelaide, South Australia","Supported accommodation at various locations in the metropolitan area
Transitional Accommodation Program with case management support to build living skills for independent living",,www.baptistcaresa.org.au
250,Community,Westcare Day Centre,-34.9317236,138.5920841,"216 Wright St, Adelaide, South Australia","Accommodation support:  The Eastern Adelaide Aboriginal Specific Homelessness Service provides housing support for Aboriginal people
Drug and alcohol counselling
Emergency assistance (by appointment): food
Meals: Mon - Fri, Sun 12pm
Weekly arts programs in Aboriginal and community arts",8118 5200,www.baptistcaresa.org.au
251,Community,Amandus Lutheran Disability Services,-34.93155700000001,138.595174,"136a Wright St, Adelaide, South Australia","Accommodation support - group home and in-home support
Volunteer services - fellowship, activities, fundraising, annual camp, supported worship",,
252,Community,Community Benefit SA,-34.9256303,138.6013832,"Level 4, 44 Pirie St, Adelaide, South Australia","Grants - for one-off projects to improve the well-being, quality of life, community participation and life management skills of disadvantaged individuals families and communities, and to develop and strengthen communities in South Australia",1300 650 985,www.dcsi.sa.gov.au/cbsa
253,Community,"Physiotherapy Clinic, UniSA",-34.9234841,138.5915119,"University of South Australia, North Tce, Adelaide, South Australia",Physiotherapy,08 8302 2541,www.unisa.edu.au/hls/clinics/physio.asp
254,Community,State Coroner's Court,-34.9302159,138.6001687,"302 King William St, Adelaide, South Australia","Investigation of deaths reported in accordance with the Coroner's Act - including post-mortem examination
Counselling and support for relatives and friends of a deceased person - provided by social workers",08 8204 0600,www.courts.sa.gov.au
255,Community,Permaculture Association of SA Inc.,-34.9278745,138.5936773,"c/- Conservation Council of SA, Level 1, 157 Franklin St, Adelaide, South Australia","Permaculture quarterly gatherings including workshops, presentations, networking and celebrations
Support network for local groups
Journal, newsletter, permaculture bookshop",08 8522 6450,www.permaculturesa.org.au
256,Community,Australian Taxation Office,-34.9272358,138.5979773,"26 Franklin St, Adelaide, South Australia","Collection of taxes from individuals, organisations and businesses
Information dissemination - taxations guides, booklets, fact sheets, community information presentation and seminars
Provision of Tax File Numbers for individuals; secondary students can obtain a Tax File Number through their school",13 2861,www.ato.gov.au
257,Community,Therapeutic Youth Services,-34.9280593,138.5973375,"Level 3, 10 Pitt St, Adelaide, South Australia","Sexual abuse counselling in metropolitan Adelaide
Outreach service - to other agencies or appropriate locations in the metropolitan area
Family counselling and mediation to resolve conflict between young people and their parent/s or caregivers
Consultancy and training for service providers (metropolitan and country) on issues of youth violence and abuse",8202 5871,www.unitingcommunities.org
