"parkId","metabaseContentId","contentId","ownerId","ownerLocale","title","facilityType","features","addressLine1","addressLine2","addressLine3","state","suburb","postcode","abstract","description"
748,328204,25400,257,"SA","Janice Jensen Reserve",",Garden,Park,",,"Regency Rd",,,"SA","Dudley Park","5008","Drainage Reserve through residential blocks with trees, seat and lighting.  Dogs must be under effective control or on-leash.","<div/>"
749,328205,25401,257,"SA","Judith Street Reserve",",Garden,Park,",,"Judith St",,,"SA","Klemzig","5087","Open Space link with path and lighting.  Dogs must be under effective control or on-leash.","<div/>"
750,328206,25402,257,"SA","Katrina Avenue Reserve",",Garden,Park,",,"Katrina Ave",,,"SA","Klemzig","5087","Open space with formal path, seating and lighting.  Dogs must be under effective control or on-leash.","<div/>"
751,328207,25403,257,"SA","Kensington Crescent Reserve",",Garden,Park,",,"Kensington Cres",,,"SA","Enfield","5085","Park adjacent to Enfield Library.  Dogs must be under effective control or on-leash.","<div/>"
752,328208,25404,257,"SA","Klemzig Memorial Garden",",Garden,Park,",,"Spring Gr",,,"SA","Klemzig","5087","Reserve featuring shady trees, a pathway, a monument, headstones and a bell tower.  Dogs must be under effective control or on-leash.","<div>            <div style="
753,328209,25405,257,"SA","Lagonda Drive Reserve",",Garden,Park,",,"Lagonda Dr",,,"SA","Windsor Gardens","5087","Dogs must be under effective control or on-leash.","<div/>"
754,328210,25406,257,"SA","Leander Crescent Reserve",",Garden,Park,",,"Leander Cres",,,"SA","Greenacres","5086","Dogs must be under effective control or on-leash.","<div/>"
755,328211,25407,257,"SA","Lion Peter Wesbroom Reserve",",Garden,Park,",,"Lurline Ave",,,"SA","Gilles Plains","5086","Park contains playground, gazebo, BBQ and picnic facilities and a practice basketball/netball area.  Dogs must be under effective control or on-leash.","<div/>"
756,328212,25408,257,"SA","Margaret Street Reserve",",Garden,Park,",,"Margaret St",,,"SA","Sefton Park","5083","Dogs must be under effective control or on-leash.","<div/>"
757,328213,25409,257,"SA","Mariners Way Reserve",",Garden,Park,",,"Paluma St",,,"SA","Largs North","5016","Dogs must be under effective control or on-leash.","<div/>"
758,328214,25410,257,"SA","Martin Court Reserve",",Garden,Park,",,"Martin Ct",,,"SA","Ottoway","5013","Dogs must be under effective control or on-leash.","<div/>"
759,328215,25411,257,"SA","Mclauchlan Road Reserve",",Garden,Park,",,"Mclauchlan Rd",,,"SA","Windsor Gardens","5087","Dogs must be under effective control or on-leash.","<div/>"
760,328216,25412,257,"SA","Melbourne Crescent Reserve",",Garden,Park,",,"Melbourne Cres",,,"SA","Manningham","5086","Dogs must be under effective control or on-leash.","<div/>"
761,328217,25413,257,"SA","Mikawomma Reserve",",Garden,Park,",,"Ridley Gr",,,"SA","Ferryden Park","5010","This park has been landscaped to an indigenous theme and contains a wooden boardwalk, adventure area and many items of interpretive art.  Dogs must be under effective control or on-leash.","<div/>"
762,328218,25414,257,"SA","North Arm Gillman",",Garden,Park,",,"Club Rd",,,"SA","Gillman","5013","Features a speedboat racing course and is home to Adelaide Speedboat Club.  Further west along North Arm on Moorhouse Road is a Sunday fruit/veg and fish market at the commercial fishing harbour.  Dogs must be under effective control or on-leash.","<div/>"
763,328219,25415,257,"SA","Number 1 Dock",",Garden,Park,",,"Ocean Steamers Rd",,,"SA","Port Adelaide","5015","Large boat dock with a pontoon. Dogs must be under effective control or on-leash.","<div/>"
764,328220,25416,257,"SA","Old Port Canal Gardens",",Garden,Park,",,"Church St",,,"SA","Port Adelaide","5015","Fully landscaped with lots of seating and raised formal garden beds. Reserve has public lighting.  Dogs must be under effective control or on-leash.","<div/>"
765,328221,25417,257,"SA","Old Port Road Plantantion",",Garden,Park,",,"Block of Old Port Rd, Wells St and Tapleys Hill Rd",,,,,,"Wide plantation along median.  Dogs must be under effective control or on-leash.","<div/>"
766,328222,25418,257,"SA","Paringa Street Reserve",",Garden,Park,",,"Paringa St",,,"SA","Taperoo","5017","Dogs must be under effective control or on-leash.","<div/>"
767,328223,25419,257,"SA","Petaluma Reserve",",Garden,Park,",,"Petaluma Cl",,,"SA","Northgate","5085","Open space with landscape of formal paving, planting and seating.  Dogs must be under effective control or on-leash.","<div/>"
768,328224,25420,257,"SA","Plano Park",",Garden,Park,",,"Corner of Grand Junction Rd and Hampstead Rd",,,"SA","Clearview","5085","Open Space with seat and a wall retaining garden beds.  Dogs must be under effective control or on-leash.","<div>  <div style="
769,328225,25421,257,"SA","Portland Reserve",",Garden,Park,",,"Portland St",,,"SA","Windsor Gardens","5087","Dogs must be under effective control or on-leash.","<div/>"
770,328226,25422,257,"SA","Portside Christian Reserve",",Garden,Park,",,"Bower Rd",,,"SA","New Port","5015","Open Space lining upper reach of Port River.  Adjacent to Portside Christian School.  Dogs must be under effective control or on-leash.","<div/>"
771,328227,25423,257,"SA","R B Hoskin Reserve",",Garden,Park,",,"Flavia Ct",,,"SA","North Haven","5018","Dogs must be under effective control or on-leash.","<div/>"
772,328228,25424,257,"SA","Rockingham Reserve",",Garden,Park,",,"Rockingham Dr",,,"SA","Northgate","5085","Dogs must be under effective control or on-leash.","<div/>"
773,328229,25425,257,"SA","S N Davey Reserve",",Garden,Park,",,"Emerald Pde",,,"SA","Ottoway","5013","Dogs must be under effective control or on-leash.","<div/>"
774,328230,25426,257,"SA","Shillabeer Reserve",",Garden,Park,",,"Gainsborough Ave",,,"SA","Ferryden Park","5010","Open Space circled with landscaped pathway and plantings.  Dogs must be under effective control or on-leash.","<div/>"
775,328231,25427,257,"SA","Southbury Crescent Reserve",",Garden,Park,",,"Southbury Cres",,,"SA","Enfield","5085","Dogs must be under effective control or on-leash.","<div/>"
776,328232,25428,257,"SA","Swanson Avenue Reserve",",Garden,Park,",,"Swanson Ave",,,"SA","Gilles Plains","5086","Dogs must be under effective control or on-leash.","<div/>"
777,328233,25429,257,"SA","Tallack Street Reserve",",Garden,Park,",,"Tallack St",,,"SA","Windsor Gardens","5087","Dogs must be under effective control or on-leash.","<div/>"
778,328234,25430,257,"SA","Thompson Avenue Reserve",",Garden,Park,",,"Thompson Ave",,,"SA","Northfield","5085","Dogs must be under effective control or on-leash.","<div/>"
779,328235,25431,257,"SA","Timeball Tower Reserve",",Garden,Park,",,"Esplanade",,,,"Semaphore",,"Reserve on a hill that overlooks foreshore. Features a historic time ball tower. Adjacent to Restaurant. Dogs must be under effective control or on-leash.","<div/>"
780,328236,25432,257,"SA","Tribal Street Ponding Basin",",Garden,Park,",,"Tribal St",,,"SA","Hillcrest","5086","Dogs must be under effective control or on-leash.","<div/>"
781,328237,25433,257,"SA","Warilda Reserve",",Garden,Park,",,"Warilda St",,,"SA","Largs North","5016","Dogs must be under effective control or on-leash.","<div/>"
782,328238,25434,257,"SA","Westbrook Reserve And Buffer",",Garden,Park,",,"Westbrook Tce",,,"SA","Northgate","5085","Dogs must be under effective control or on-leash.","<div/>"
783,328239,25435,257,"SA","Western Region Reserve",",Garden,Park,",,"Old Port Rd",,,"SA","Port Adelaide","5015","Large open area on the banks of Port River at its upper most end near the West Lakes outlet.  Popular for fishing.  Dogs must be under effective control or on-leash.","<div/>"
784,328240,25436,257,"SA","Westport Reserve",",Garden,Park,",,"Simpson Ave",,,"SA","Queenstown","5014","Features shady deciduous trees and bench seats.  Dogs must be under effective control or on-leash.","<div/>"
785,328241,25437,257,"SA","Wheeler Park",",Garden,Park,",,"Berry Rd",,,"SA","Enfield","5085","Dogs must be under effective control or on-leash.","<div/>"
786,328242,25438,257,"SA","White Hollow Reserve",",Garden,Park,",,"Lady Gowrie Dr",,,"SA","Taperoo","5017","Dogs must be under effective control or on-leash.","<div/>"
787,328243,25439,257,"SA","Woodlot Reserve",",Garden,Park,",,"Hack St",,,"SA","Port Adelaide","5015","Heavily wooded area buffering Joyce Snadden Reserve from the railway line.  Dogs must be under effective control or on-leash.","<div/>"
788,328393,631,220,"SA","A D Whiteford Reserve",",Park,",",Play Equipment,Sports Facilities,","Lexington Road",,,"SA","HENLEY BEACH SOUTH","5022",,
789,328394,632,220,"SA","MJ McInerney Reserve",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Shelter,Sports Facilities,Toilets,","Aroona Road",,,"SA","KILKENNY","5009","Designed by the community, with stunning artworks.",
790,328502,633,220,"SA","Greenshields Reserve",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Sports Facilities,","Torrens Road",,,"SA","RIDLEYTON","5008","Note: Toilets require a key","<div><div>Greenshields ReserveÂ </div><div><img alt="
791,328503,634,220,"SA","Point Malcolm Reserve",",Park,",",BBQ Facilities,Play Equipment,Shelter,Sports Facilities,Toilets,","Military Road",,,"SA","SEMAPHORE PARK","5019","A breath of fresh air and a great place to play. Located next to Fort Glanville Caravan Park.Note: Toilets require a key","<div><div>Point Malcolm ReserveÂ </div><div><img alt="
792,328504,635,220,"SA","Harold and Cynthia Anderson Reserve",",Park,",",Picnic Area,Play Equipment,Sports Facilities,","Military Road / West Beach Foreshore",,,"SA","WEST BEACH","5024","Newly reconstructed. Feed the seagulls, relax by the seaside, or watch the children play.",
793,328505,636,220,"SA","Tiranna Reserve",",Park,",",Play Equipment,Shelter,Toilets,","Tiranna Way",,,"SA","WEST LAKES","5021",,"<div><div>Tiranna ReserveÂ </div><div><img alt="
794,328506,637,220,"SA","Langman Reserve",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Sports Facilities,Toilets,","Cnr Hindmarsh Avenue & Jervois Avenue",,,"SA","WEST HINDMARSH","5007",,"<div><div>Langman Reserve</div><div><img alt="
795,328507,638,220,"SA","St Clair Reserve",",Oval,Park,",",BBQ Facilities,Dog Exercise Area,Play Equipment,Shelter,Sports Facilities,Toilets,","Woodville Road",,,"SA","WOODVILLE","5011","Plenty of shade and space to be active - or relax.",
796,328508,639,220,"SA","Oarsmen Reserve",",Park,",",BBQ Facilities,Play Equipment,Toilets,","Military Road","(Adjacent SA Rowing Club)",,"SA","WEST LAKES","5021","Watch the activities on the lake, or take a stroll.",
797,328509,640,220,"SA","Windsor (Pennington) Reserve",",Park,",",Dog Exercise Area,Picnic Area,Play Equipment,","Windsor Avenue",,,"SA","PENNINGTON","5013",,
798,328510,641,220,"SA","Blamey Reserve",",Park,",",Play Equipment,Toilets,","Kooralla Grove",,,"SA","KIDMAN PARK","5025","Looking dor a shady sport to read and relax? This park's ideal.",
799,328511,642,220,"SA","Henley Square",",Garden,Park,",",Disabled Facilities,Picnic Area,Shelter,Toilets,","Seaview Road",,,"SA","HENLEY BEACH","5022",,"<div><div>Henley SquareÂ </div><div><img alt="
800,328512,643,220,"SA","Syd Knight Reserve",",Park,",",Play Equipment,","Cudmore Terrace",,,"SA","HENLEY BEACH","5022",,
801,328513,644,220,"SA","Halsey Reserve",",Park,",",Play Equipment,","Halsey Road",,,"SA","HENLEY BEACH SOUTH","5022",,
802,328514,645,220,"SA","Glenwood Reserve",",Park,",",Play Equipment,","Glenwood Crescent",,,"SA","KIDMAN PARK","5025",,
803,328515,646,220,"SA","Valentine Reserve",",Park,",",Play Equipment,","Veronica Street",,,"SA","KIDMAN PARK","5025",,
804,328516,647,220,"SA","Sam Johnson Reserve","Oval,Park","BBQ Facilities,Dog Exercise Area,Picnic Area,Play Equipment,Shelter,Sports Facilities","Bolingbroke Avenue","NULL","NULL","SA","RENOWN PARK","5008",,
805,328517,648,220,"SA","Carnegie South Reserve",",Oval,",",BBQ Facilities,Picnic Area,Play Equipment,Shelter,Sports Facilities,","Crown Terrace",,,"SA","ROYAL PARK","5014",,
806,328518,649,220,"SA","Carnegie North Reserve",",Park,",",Sports Facilities,","Crown Terrace",,,"SA","ROYAL PARK","5014",,
807,328519,650,220,"SA","Gleneagles Reserve",",Oval,Park,",",Play Equipment,Sports Facilities,Toilets,","Ailsa Avenue",,,"SA","SEATON","5023","Note: Toilet requires a key.",
808,328520,651,220,"SA","Carnarvon Reserve",",Park,",",BBQ Facilities,Disabled Facilities,Dog Exercise Area,Picnic Area,Play Equipment,Shelter,Sports Facilities,Toilets,","Carnarvon Reserve",,,"SA","WEST CROYDON","5008","A recently redeveloped neighbourhood park that is suited to the whole family.  Note: Toilets facilities are available on weekends during daylight hours.",
809,328521,652,220,"SA","Aquatic Reserve",",Park,",",Dog Exercise Area,Picnic Area,Sports Facilities,","Bower Road",,,"SA","SEMAPHORE PARK","5019",,
810,328522,653,220,"SA","Rowley Reserve",",Park,",",Play Equipment,Sports Facilities,Toilets,","Rowley Terrace",,,"SA","WOODVILLE","5011",,
811,328523,654,220,"SA","Ledger Oval",",Oval,",",BBQ Facilities,Play Equipment,Shelter,Sports Facilities,Toilets,","Ledger Road",,,"SA","WOODVILLE SOUTH","5011","Note: Toilets require a key",
812,328524,655,220,"SA","Pennington Oval",",Oval,",",Play Equipment,Sports Facilities,","Butler Avenue",,,"SA","PENNINGTON","5013",,
813,328525,657,220,"SA","Walter Kidman Reserve",",Park,",",Play Equipment,","Walter Street",,,"SA","KIDMAN PARK","5025",,
814,328526,658,220,"SA","Alton Reserve",",Park,",",Play Equipment,Sports Facilities,","Reynell Street",,,"SA","KILKENNY","5009",,
815,328527,659,220,"SA","Sinclair Reserve",",Park,",",Picnic Area,Play Equipment,","Sinclair Square",,,"SA","PENNINGTON","5013",,
816,328528,660,220,"SA","Pedlar Reserve",",Oval,",",Play Equipment,Shelter,Sports Facilities,","Pedlar Street",,,"SA","SEATON","5023",,
817,328529,661,220,"SA","Anthea Court Reserve",",Park,",",Play Equipment,Walking and Hiking trails,","Corcoran Drive",,,"SA","WEST LAKES","5021",,
818,328530,662,220,"SA","Trust Reserve",",Oval,Park,",",Play Equipment,Sports Facilities,","Bartley Terrace",,,"SA","WEST LAKES SHORE","5020",,
819,328531,663,220,"SA","Sparrow Reserve",",Park,",",Play Equipment,Sports Facilities,Toilets,","Thirteenth Avenue",,,"SA","WOODVILLE NORTH","5012",,
820,328532,664,220,"SA","Frome Reserve",",Park,",",Play Equipment,","Frome Crescent",,,"SA","WEST LAKES","5021",,
821,328533,665,220,"SA","Maramba Reserve",",Park,",",Play Equipment,","Maramba Avenue",,,"SA","WEST LAKES","5021",,
822,328534,666,220,"SA","Maramba West Reserve",",Park,",",Play Equipment,","Marinna Court",,,"SA","WEST LAKES","5021",,
823,328535,667,220,"SA","Mariners Reserve",",Park,",",Play Equipment,","Settlers Drive",,,"SA","WEST LAKES","5021",,
824,328536,668,220,"SA","Samoa Court Reserve",",Park,",",Sports Facilities,Toilets,","Samoa Court",,,"SA","WEST LAKES","5021",,
825,328537,669,220,"SA","Heysen Reserve",",Park,",",Play Equipment,","Heysen Crescent",,,"SA","WEST LAKES SHORE","5020",,
826,328538,670,220,"SA","St Andrews Way Reserve",",Park,",",Play Equipment,","St Andrews Way",,,"SA","WEST LAKES","5021",,
827,328539,671,220,"SA","Hansen Court Reserve",",Park,",",Play Equipment,","Hansen Court",,,"SA","WEST LAKES SHORE","5020",,
828,328540,672,220,"SA","Mooloola Reserve",",Park,",",Play Equipment,","Mooloola Way",,,"SA","WEST LAKES SHORE","5020",,
829,328541,673,220,"SA","Santiago Reserve",",Park,",",Picnic Area,Play Equipment,","Santiago Street",,,"SA","WEST LAKES SHORE","5020",,
830,328542,674,220,"SA","McDonnell Reserve",",Park,",",Play Equipment,","McDonnell Avenue",,,"SA","WEST HINDMARSH","5007",,
831,328543,675,220,"SA","Norman Reserve",",Park,",",Picnic Area,Play Equipment,","Norman Street",,,"SA","WOODVILLE","5011",,
832,328544,676,220,"SA","Frank Mitchell / Woodville West Reserve",",Oval,Park,",",BBQ Facilities,Play Equipment,Shelter,Sports Facilities,","Todville Street",,,"SA","WOODVILLE WEST","5011",,
833,328545,677,220,"SA","Smith Reserve",",Park,",",Picnic Area,Play Equipment,Shelter,Sports Facilities,","Gawler Street",,,"SA","WOODVILLE WEST","5011",,
834,328546,678,220,"SA","Bunker Reserve",",Park,",",Play Equipment,","Bunker Crescent",,,"SA","SEATON","5023",,
835,328547,679,220,"SA","Caddy Reserve",",Park,",",Play Equipment,","Frederick Road",,,"SA","SEATON","5023",,
836,328548,683,220,"SA","Carley Reserve",",Park,",",Play Equipment,","Carley Crescent",,,"SA","SEATON","5023",,
837,328549,684,220,"SA","First Avenue Reserve",",Park,",",Play Equipment,","First Avenue",,,"SA","SEATON","5023",,
838,328550,685,220,"SA","Leason Street Reserve",",Park,",",BBQ Facilities,Sports Facilities,","Parkview Avenue",,,"SA","SEATON","5023",,
839,328551,686,220,"SA","McMahon Reserve",",Park,",",Play Equipment,","McMahon Place",,,"SA","SEATON","5023",,
840,328552,687,220,"SA","Pine Lodge Reserve",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,","Pine Lodge Crescent",,,"SA","SEATON","5023",,
841,328553,688,220,"SA","Raymond Reserve",",Park,",",Play Equipment,Sports Facilities,","Raymond Avenue",,,"SA","SEATON","5023",,
842,328554,689,220,"SA","Wilford Reserve",",Park,",",Play Equipment,","Prior Avenue",,,"SA","SEATON","5023",,
843,328555,690,220,"SA","Willcocks Reserve",",Park,",",Play Equipment,Sports Facilities,","Willcocks Avenue",,,"SA","SEATON","5023",,
844,328556,691,220,"SA","Beachway Reserve",",Park,",",Play Equipment,Sports Facilities,","Beachway Avenue",,,"SA","SEMAPHORE PARK","5019",,
845,328557,692,220,"SA","Inlet Reserve",",Park,",",BBQ Facilities,Picnic Area,Play Equipment,Shelter,Toilets,","Corner Trimmer Parade and Military Road",,,"SA","TENNYSON","5022",,
846,328558,693,220,"SA","Nancy Fisher Reserve",",Park,",",Play Equipment,","Hurcombe Street",,,"SA","WEST BEACH","5024",,
847,328559,694,220,"SA","Newlands Reserve",",Park,",",Play Equipment,","Newlands Drive",,,"SA","WEST BEACH","5024",,
848,328560,695,220,"SA","Toledo Reserve",",Park,",",Play Equipment,","Toledo Avenue",,,"SA","WEST BEACH","5024",,
849,328561,696,220,"SA","Ivan Franko Reserve",",Park,",",Picnic Area,Shelter,","McBurnie Close","(off Burley Griffin Boulevard)",,"SA","BROMPTON","5007",,
850,328583,27784,225,"SA","North Beach Township Coastal Garden",",Garden,",,,,,,,,,"<div><div><div><img alt=""CPDS1"" height=""270"" hspace=""10"" src=""/webdata/resources/images/CPDS_1.JPG"" style=""width: 360px; height: 270px"" title=""CPDS1"" width=""360""/>Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  <img alt=""CPDS2"" height=""270"" hspace=""10"" src=""/webdata/resources/images/CPDS_2.JPG"" style=""width: 360px; height: 270px"" title=""CPDS2"" width=""360""/></div><div style=""text-align: center""><strong>Photos of the completion of the work done to revegetate the coastal area adjacent to the North Beach Township, Wallaroo</strong></div></div></div>"
852,328898,4008,235,"SA","Lions/Apex Central Park",",Park,",",BBQ Facilities,Disabled Facilities,Picnic Area,Play Equipment,Shelter,Toilets,","Park Terrace",,,"SA","Kimba","5641",,
853,328969,25533,257,"SA","Northfield Hall Gardens",",Garden,Park,",,"Pettitt St",,,"SA","Northfield","5085",,"<div/>"
854,329013,4009,235,"SA","Moseley Nobs Walking Trail",",Park,",",Walking and Hiking trails,",,,,,,,,"<div><div>A 2.6km track passing up one valley between two of the knobs to the Botenella Native Well.</div></div>"
855,329014,4010,235,"SA","Whites Knob Lookout",",Park,",",Picnic Area,Walking and Hiking trails,","Buckleboo Road",,,"SA","Kimba","5641","An Ironstone conglomerate northwest outskirts of Kimba",
856,329015,4011,235,"SA","Kimba Gawler Rangers Historical Museum",",Park,",",Picnic Area,Toilets,","Eyre Highway",,,"SA","Kimba","5641","Experience the living Museum, Pioneer House, one teacher school. Open Tues - Thurs 9 am-11 am 2 pm - 4 pm.  Sunday 1.30-4pm",
857,329016,4012,235,"SA","Gawler Rangers Information Bay",",Park,",",Picnic Area,","Railway Tce",,,"SA","Kimba","5641","This unique structure displays directions and features of the Gawler Rangers National Park.  Plenty of parking for caravans and buses",
858,329017,4013,235,"SA","Roora Walking Trail",",Park,",",Picnic Area,Shelter,Toilets,Walking and Hiking trails,","Buckleboo Road",,,"SA","Kimba","5641","Meandering from the edge of town the Roora Walking Trail wanders through 3 kms of natural bush land, past the old town reservoir to the popular Whites Knob lookout",
859,329018,4014,235,"SA","The Gums",",Park,",",BBQ Facilities,Disabled Facilities,Picnic Area,Shelter,Toilets,","Eyre Highway",,,"SA","Kimba","5641","This area was dedicated as an official rest ara for travellers during 1966.",
860,329299,10415,248,"SA","Bakers Reserve","Park","BBQ Facilities,Play Equipment,Shelter,Toilets","Jervois Road","NULL","NULL","SA","Wellington","5253",,"Baker Reserve PlaygroundThis attractive riverfront reserve features picnic facilities, a barbecue shelter, boat ramp, carpark and public toilets.The playground features a twin swing set, spring rocker and slippery dip, on rubber softfall.This is a public reserve free for all members of the public to use.To hire the reserve please complete an Application To Hire Council Facility form and submit at the Local Government Centre or mail to PO Box 421 MURRAY BRIDGE SA 5253.Applicants will be invoiced upon approval.Refer to Council's Fees & Charges for the relevant costs."
861,329300,10416,248,"SA","Bells Landing Reserve","Park",,"Section 695 Kellett Street","NULL","NULL","SA","Monteith","5254",,"Bells Landing ReserveBells Landing is an attractive lawned riverfront reserve with a boat ramp.This is a public reserve and free for all members of the public to use.To hire the reserve please complete an Application To Hire Council Facility form and submit at the Local Government Centre or mail to PO Box 421 MURRAY BRIDGE SA 5253Applicants will be invoiced upon approval.Refers to Council's Fees & Charges for the relevant costs."
862,329301,10417,248,"SA","Bridgeport Park",",Garden,",",Shelter,","East Terrace",,,"SA","Murray Bridge","5253",,
863,329302,10418,248,"SA","Bungana Drive Reserve","Park",,"Lot 83 Bungana Drive","NULL","NULL","SA","Murray Bridge","5253",,"Bungana Drive ReserveThis is an undeveloped and public reserve free for all members of the public to use.To hire the reserve please complete an Application to Hire Council Facility form and submit at the Local Government Centre or mail to PO Box 421 MURRAY BRIDGE SA 5253.Applicants will be invoiced upon approval.Refer to Council's fees & charges for the relevant costs."
864,329303,10419,248,"SA","Campbell Drive Reserve","Park",,"Lot 22 Campbell Drive","NULL","NULL","SA","Murray Bridge","5253",,"Campbell Drive ReserveThis reserve land is used for waste water treatment and reuse."
865,329304,10421,248,"SA","Casuarina Walk Reserve","Park","Picnic Area,Walking and Hiking trails","14-21 and Lot 203 Casuarina Walk","NULL","NULL","SA","Murray Bridge","5253",," Casuarina Walk ReserveThis reserve features a basketball ring with a concrete playing court area.Playground equipment in this area includes a space net, two rockers and two spinners on a softball base.This is a public reserve and free for all members of the public to use.To hire Casuarina walk Reserve please complete an Application To Hire Council Facility form and submit at the Local Goverment Centre or mail to PO Box 421 MURRAY BRIDGE SA 5253.Applicants will be invoiced upon approval.Refer to Council's Fees & Charges for the relevant costs."
866,329305,10422,248,"SA","Christian Reserve","Park","Play Equipment,Sports Facilities,Toilets","Lots 170 and 336 Christian Road","NULL","NULL","SA","Murray Bridge","5253",,"Christian ReserveChristian Reserve is the home of the Murray Bridge Netball Association and Murray Bridge Lutheran Tennis Club. The site features 12 netball/tennis courts and a children's playground.This is a public reserve and free for all members of the community to use.To Hire Christian Reserve please complete an Application To Hire Council Facility form and submit at the Local Government Centre or mail to PO Box 421 MURRAY BRIDGE SA 5253.Applicants will be invoiced upon approval.Refer to Council's Fees & Charges for the relevant costs."
867,329306,10423,248,"SA","Homburg Oval",",Oval,",",Sports Facilities,","Beatty Terrace",,,"SA","Murray Bridge","5253",,
868,329307,10424,248,"SA","Diamond Park","Park","Picnic Area,Toilets","Section 1044 Bridge Street","NULL","NULL","SA","Murray Bridge","5253",,"?Diamond ParkDiamond Park is a prominent landscaped reserve in the heart of Murray Bridge.Features of the reserve include war memorial structures including a German Cannon from World War I, park bench seating, paved walkways and public toilets.There is a wishing well at Diamond Park that was constructed to commemorate Queen Victoria's golden Jubliee in 1897.This park received it's name in honour of gum trees planted in a diamond shape around a rotunda that once stood in the centre of the park.This is a public reserve and free for all members of the public to use.Due to the proximity of the park to a busy road ball games are not allowed.To hire the reserve please complete an Application To Hire Council Facility form and submit at the Local Government Centre or mail to PO Box 421 MURRAY BRIDGE SA 5253Applicants will be invoiced upon approval.Refer to Council's Fees & Charges for the relevant costs."
870,329374,10429,248,"SA","Edwards Square","Park",,"West Terrace","NULL","NULL","SA","Murray Bridge","5253",,"Edwards SquareEdwards Square is a prominent well landscaped reserve in the centre of town.The sound shell is often used for concerts and other community and social events.Sound Shell stagePowerSenior Citizens clubroomsRotary Electronic sign"
871,329375,10430,248,"SA","Ellendale Avenue Reserve","Park",,"21 Ellendale Avenue","NULL","NULL","SA","Murray Bridge","5253",,"Ellendale Avenue ReserveThis page is presently under construction."
872,329376,10431,248,"SA","Fifth Street Park","Park","Picnic Area","Lot 106 Third Street","NULL","NULL","SA","Murray Bridge","5253",,"Fifth Street Park Fifth Street Park is a triangular shaped traffic island featuring mature trees, seating and a bus stop.This is a public park and free for all members of the public to use."
874,329378,10433,248,"SA","Homburg Park","Park","Cycling,Dog Exercise Area,Picnic Area,Play Equipment,Toilets","Lot 101 Homburg Drive","NULL","NULL","SA","Murray Bridge","5253",,"Homburg Park playground equipmentHomburg Park BMX track Homburg Park velodromeHomburg Park is located in a residential area and features a small velodrome, associated clubroom, playground and toilets.The modular playground features a flying fox, slippery dip and swings.This is a public park free for all members of the public to use. To hire the park please complete an Application to Hire Council Facility form and submit at the local government Centre or mail to PO Box 421 MURRAY BRIDGE SA 5253.Applicants will be invoiced upon approval.Refer to Council's Fees & Charghes for relevant costs."
878,329382,10437,248,"SA","Johnstone Avenue Reserve","Park","Picnic Area,Shelter","Lot 14 Fraser Avenue","NULL","NULL","SA","Murray Bridge","5253",,"Johnstone Avenue ReserveJohnstone Avenue Reserve is an island reserve featuring some trees, a picnic table and chairs and a bus stop.This is a public reserve and free for all members of the public to use.To hire the reserve please complete an Application to Hire Council Facility form and submit at the Local Government Centre or mail to PO Box 421 MURRAY BRIDGE SA 5253.Applicants will be invoiced upon approval.Refer to Council's Fees & Charges for relevant costs."
881,329385,10440,248,"SA","Knight Street Reserve","Park",,"20-22 Knight Street","NULL","NULL","SA","Murray Bridge","5253",,"Knight Street ReserveKnight Street Reserve features a large wide open space border with an extensive number of mature trees.This is a public reserve free for all members of the public to enjoy.To hire the reserve please complete an Application to Hire Council Facility form and submit at the Local Government Centre or mail to PO Box 421 MURRAY BRIDGE SA 5253.Applicants will be invoiced upon approval.Refer to Council's Fees & Charges for relevant costs."
882,329386,10441,248,"SA","Kuchel Park","Park","Dog Exercise Area","Lot 524 Lachlan Avenue","NULL","NULL","SA","Murray Bridge","5253",,"Kuchel ParkKuchel Park is a low lying reserve used for drainage purposes.It has also been declared a designated Dog Off Leash Area.This is a public park and free for all members of the public to use.Dog Off Leash Parks Rules & RegulationsAny dog running off leash in any area that is not in the company of a person is wandering at large and will be seized and impounded by Council Compliance Officers.It should be remembered that the person exercising the dog is still responsible for the dog's actions and the dog whether on or off leash must be under effective control at all times (Maximum of two (2) dogs per handler). All dogs either on or off leash are required to be identified by collar and current registration disc.It is the responsibility of the person in control of the dog to clean up after their animal. Doggy-do bag dispensers are available for public use at several locations in Murray Bridge  but owners should also carry a bag with them in case of bags not being available.Dogs must be on a leash when entering an exiting the dog off leash areas and handlers must be 16 years or older or accompanied by an adult.Persons in control of the dog(s) must fill in any holes dug by their dog(s).No other animals except dogs are permitted in these areas.Dogs showing signs of aggression in these areas must be restrained on a leash and removed by the handler immediately.Dogs must be in full view of the handler at all times.Users of the designated areas do so at their own risk. The Rural City of Murray Bridge shall not be liable for any injury or damage caused by any dog(s) in Dog Off Leash Areas."
883,329387,10442,248,"SA","Lake Alexandrina Reserve","Park",,"Lots 6 & 7 View Road","NULL","NULL","SA","Mulgundawah","5254",,"Lake Alexandrina Reserve is comprised of two lakeside land portions fronting Lake Alexandrina.Consisting of wetlands type characteristics, this reserve is used for drainage purposes."
