OBJECTID,RECNO,NAME,F_CODE,OTHERDETLS,SOURCE,CLASS,COUNTY,LATITUDE,LONGITUDE,STATE,NAMEDBY,DATENAMED,DERIVATION,ORIGCODE,CURNAME,PREVNAME,ALTNAME,ELEVATION,PUBLIC_REL
39353,SA0042721,Bythorne House,BLDG,"Situated at 26 Ayers Hill Road, Stirling.  Location is approximate only.",Adelaide Hills Council - Stirling DC - Heritage Places And Historic Conservation Policy Area :  Pg  10 /,RECD,Adelaide,-35.00530601,138.70762482,SA,,,,****,,,,,Y
39363,SA0056511,Pityarilla,RESV,"Kaurna name meaning marshmallow root place (from pityarra meaning edible root of the ngunna ""marshmallow"" and illa meaning place).",DEHAA.04/0273 /,LOCL,Adelaide,-34.94030529,138.60804473,SA,City of Adelaide,2001/05/28,See Other Details,AB**,,,,,Y
39631,SA0014390,Clifton Gardens,GRDN,,1:10 000 Mapsheet /,RECD,Adelaide,-34.72663727,138.67015898,SA,,,,****,,,,,Y
39640,SA0056790,Serpentine Creek,STRM,"Proposal from Mr Somerset to rename portion of Field River running near Serpentine Road, O'Halloran Hill was not approved by the Geographical Names Advisory Committee in December 2002.",Geographical Names Advisory Committee Minutes 4/12/2002 / DAIS.22-413/01/0478 /,UNAP,Adelaide,-35.07930376,138.54801171,SA,,,Proximity to Serpentine Road,PLSA,Field River (portion),,,,Y
39641,SA0056506,Kadlitpinna,RESV,Kaurna name for the gentleman known as 'Captain Jack'.  Dual naming approved by City of Adelaide on 28/5/2001.,DEHAA.04/0273 /,LOCL,Adelaide,-34.92281545,138.61237507,SA,City of Adelaide,2001/05/28,See Other Details,ABPR,,,Rundle Park,,Y
39642,SA0056515,Wikaparndo Wirra,RESV,"Kaurna name meaning netball park (from wika meaning net, parndo meaning possum skin ball, for games, and wirra meaning grove / park / forest). This council reserve is use by netball associations.",DEHAA.04/0273 /,LOCL,Adelaide,-34.94121503,138.58558445,SA,City of Adelaide,2001/05/28,See Other Details,AB**,,,,,Y
39644,SA0034236,Karka Creek,STRM,,SD.11336 / 1 Inch to 1 Mile Mapsheet / Government Gazette 10/11/1994 / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,GEOG,Adelaide,-35.0212654,138.66178402,SA,,,,****,,,,,Y
39802,SA0041402,Newmarket Hotel,BLDG,"1-7 North Terrace, Adelaide",General Principles of Development Control - Pg  106,RECD,Adelaide,-34.92385316,138.58624332,SA,,,,****,,,,,Y
39803,SA0041368,Anzac Highway Railway Station,RSTA,Proposal in 1989 to alter name to Anzac Highway Railway Station not approved by Geographical Names Board in 1989.,Geographical Names Board Minutes 2/10/1989 / DL.1223/1989 /,UNAP,Adelaide,-34.94278498,138.58142438,SA,,,,****,Keswick Railway Station,,,26 m,Y
39804,SA0041673,SA Brewing Company,FTRY,"230 Hindley Street, Adelaide",Womersley Register /,RECD,Adelaide,-34.92474517,138.58900476,SA,,,,****,,,,,Y
39805,SA0041675,SA Brewing Company Offices,BLDG,"222-228 Hindley Street, Adelaide",General Principles of Development Control - Pg  106,RECH,Adelaide,-34.92470517,138.58921477,SA,,,,****,,,,,Y
39806,SA0041678,St Paul's Anglican Church,BLDG,"192-200 Pulteney Street, Adelaide.  No longer used as a church.",General Principles of Development Control - Pg  160,RECH,Adelaide,-34.92816533,138.60471489,SA,,,,****,,,,,Y
39809,SA0019033,Summer Hill,HMSD,,1:50 000 Mapsheet - 1st Edition /,VART,Adelaide,-34.76541803,138.75872938,SA,,,,****,,,Summerhill (Homestead),,Y
39820,SA0009810,Brompton Park Extension,SUBD,Private subdivision,?,RECH,Adelaide,-34.90018515,138.57358499,SA,,,,****,Brompton (portion),,,,Y
39102,SA0049442,Gladstone Chambers,BLDG,,DTEI.2009/29930/01 / Government Gazette 16/9/2010 /,RECD,Adelaide,-34.92730021,138.59944044,SA,,,,****,,,,,Y
39103,SA0049444,Brookman Fountain,BLDG,,DTEI.2009/29930/01 / Government Gazette 16/9/2010 /,RECD,Adelaide,-34.92611283,138.59985629,SA,,,,****,,,,,Y
39104,SA0049414,Hackham South Child Parent Centre,SCHL,"The merger of the Hackham South Primary School and the Hackham South Child Parent Centre formed the Huntfield Heights Primary School, to be effective as of 1 January 2011.",DTE1.2009/30524/01 /,RECH,Adelaide,-35.15451293,138.51568008,SA,,,,PLSA,Huntfield Heights Primary School,,,,Y
39106,SA0046486,Highbury,SUBD,"Name alteration proposed to be Errabenie by Nomenclature Committee during the move to ""alter name of enemy origin"" in 1916. No action taken.",PR.122/1916 / SGO.5894/1916 / LTO.1225 / Fullers Street Directory c1953/4 /,RECH,Adelaide,-34.88125542,138.58754547,SA,,,,****,Prospect (portion),,Errabenie,,Y
39108,SA0047535,Mulkitri,HMSD,,?,LOCL,Adelaide,-35.21236297,138.55034951,SA,,,,****,,,,,Y
39111,SA0032384,Islington Park,SUBD,Private subdivision of sections 363/4,,RECH,Adelaide,-34.86311549,138.58433573,SA,,,,****,Kilburn (portion),,,,Y
39112,SA0048399,Myrtle Holme,SUBD,Private subdivision of sections 964/7,,RECH,Adelaide,-34.84864518,138.54859555,SA,,,,****,Wingfield (portion),,,,Y
39375,SA0042559,Bridgewater Inn,BLDG,"Situated at 387 Mount Barker Road, Bridgewater.",Adelaide Hills Council - Stirling DC - Heritage Places And Historic Conservation Policy Area :  Pg  6 /,RECD,Adelaide,-35.01058652,138.7558953,SA,,,,****,,,,,Y
39377,SA0056468,Kangattilla,RESV,"Kaurna name meaning kangatta berry place (from kangatta, a type of edible berry and illa meaning place).",DEHAA.04/0273 /,LOCL,Adelaide,-34.90264538,138.5954652,SA,City of Adelaide,2001/05/28,See Other Details,AB**,,,,,Y
39382,SA0037652,St John Bosco Parish Primary School,SCHL,,1:10 000 Mapsheet /,RECD,Adelaide,-34.93055468,138.54867419,SA,,,,****,,,,,Y
39653,SA0042674,Coally Park,HMSD,,1:50 000 Mapsheet - 4th Edition Field Check / 1:50 000 Mapsheet - 4th Edition /,LOCL,Adelaide,-35.17243574,138.77394282,SA,,,,****,,,,,Y
39654,SA0042724,Birch Lodge,BLDG,"Former Queen Victoria Home for Convalescent Children.  Situated at 51 Birch Road, Stirling.  Location is approximate.",Adelaide Hills Council - Stirling DC - Heritage Places And Historic Conservation Policy Area :  Pg  10 /,RECD,Adelaide,-35.00832599,138.70729477,SA,,,,****,,,,,Y
39657,SA0018829,Oakbank Railway Station,RSTA,29 3/4 miles south,Withdrawn Public Maps / Survey Diagram Book /,RECD,Adelaide,-34.98828762,138.84120668,SA,,,,PLSA,,,,344 m,Y
39658,SA0012604,Carramar Railway Station,RSTA,Location is approximate only to the centre of the relevant Hundred only.,DL.5403/1945 /,RECH,Adelaide,-34.95449771,138.83115712,SA,,,Abna meaning stopping place,ABDE,,,,,Y
39659,SA0032119,Wharf No 12,PIER,,1:2 500 MFP Gillman Site Map / 1:10 000 Mapsheet /,RECD,Adelaide,-34.83871477,138.50650522,SA,,,,****,,,,,Y
39822,SA0039229,Levels Estate,SUBD,"Private subdivision of Sections 982/7, 991/9 1002/6 & 1007/24, Hundred of Port Adelaide and Sections 2215, 2193, 2246, 3236, 2229, 2217/9, 3192, 2185, 2242, 97, 2193, 2262, 2238/9 & 3235, Hundred of Yatala.  Now included in the suburbs of Wingfield, Dry",,RECH,Adelaide,-34.8139859,138.59435665,SA,,,,****,See Other Details,,,,Y
39826,SA0056590,Clinker Gully,GLLY,Possessive 's' deleted.  Shown located on Sections 356 & 645.  Field check required to verify if name still used locally.,Gold Claims Diagram Book Pg 6 / Field Diagram Book 195 Page 20 /,RECD,Adelaide,-35.10135598,138.7563838,SA,,,,PR**,,Clinker's Gully,Clinker Creek,,Y
39827,SA0056505,Tainmundilla,RESV,Kaurna name meaning mistletoe place (from tainmunda meaning mistletoe and illa meaning place).,DEHAA.04/0273 /,LOCL,Adelaide,-34.91734544,138.60926512,SA,City of Adelaide,2001/05/28,See Other Details,AB**,,,,,Y
39828,SA0056591,Sampson Gully,GLLY,Possessive 's' deleted.  Shown located on Sections 356 & 645.   Field check required to verify if name is still used locally.,Gold Claims Diagram Book Pg 2 / Field Diagram Book 195 Page 2 /,RECD,Adelaide,-35.07331609,138.7514542,SA,,,,PR**,,Sampson's Gully,,,Y
39829,SA0056516,Narnungga,RESV,Kaurna name meaning native pine place (from narnu meaning native pine and nnga meaning place).,DEHAA.04/0273 /,LOCL,Adelaide,-34.9240151,138.5822547,SA,City of Adelaide,2001/05/28,See Other Details,AB**,,,,,Y
39830,SA0056550,Blackwood Forest Recreation Reserve,PARK,Name approved by Surveyor General on 18/10/2001.,DAIS.22-413/01/0462 /,RECD,Adelaide,-35.03006496,138.62736346,SA,Minister of Environment,,,****,,Blackwood Forest Reserve,,,Y
39835,SA0062726,South Para Bridge,BRDG,,1:50 000 Mapsheet / 1:10 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,RECD,Adelaide,-34.70251975,138.87948183,SA,,,,****,,,,,Y
39836,SA0025674,Gaytrees,HMSD,,?,LOCL,Adelaide,-34.62131972,138.83347262,SA,,,,****,,,,,Y
39116,SA0041555,Queens Chambers,BLDG,"19 Pirie Street, Adelaide",General Principles of Development Control - Pg  94,RECD,Adelaide,-34.92732527,138.59938484,SA,,,,****,,,,,Y
39117,SA0041443,Nyroca House,BLDG,"238 Melbourne Street, North Adelaide",General Principles of Development Control - Pg  206,RECD,Adelaide,-34.9104354,138.60201515,SA,,,,****,,,,,Y
39118,SA0041395,National Mutual Building (ANZ Complex),BLDG,"91 King William Street, Adelaide.  Location is approximate only.",Womersley Register /,RECD,Adelaide,-34.92685526,138.59801483,SA,,,,****,,,,,Y
39119,SA0041476,Old Lion Hotel and Brewery,FTRY,"161-175 Melbourne Street, North Adelaide",General Principles of Development Control - Pg  201,RECD,Adelaide,-34.90966544,138.6045752,SA,,,,****,,,,,Y
39120,SA0041571,Wye Signal Cabin,BLDG,,Womersley Register /,RECD,Adelaide,-34.91820515,138.5832648,SA,,,,****,,,,,Y
39121,SA0041666,Rymill House Coach House,BLDG,"22 Hutt Street, Adeladie",General Principles of Development Control - Pg  302,RECD,Adelaide,-34.9272654,138.61072498,SA,,,,****,,,,,Y
39130,SA0042016,Trenchermans Restaurant,BLDG,"160 Hutt Street, Adelaide",Womersley Register /,RECD,Adelaide,-34.93221538,138.6112449,SA,,,,****,,,,,Y
39385,SA0050418,Norman Cole Reserve,RESV,N P Cole owned the land from 3/12/1924 to 2/1/1973. Name approved by Geographical Names Board in 1988.,Geographical Names Board Minutes 28/3/1988 / DL.1053/1988 /,LOCL,Adelaide,-34.91709661,138.71324635,SA,DC East Torrens,,"Norman Percy Cole, previous landowner",PRSA,,,,,Y
39388,SA0056481,Nanto Womma,RESV,Kaurna name meaning  horse plain (from nanto meaning horse and womma meaning plain).  The park is used for horse agistment.,DEHAA.04/0273 /,LOCL,Adelaide,-34.90457544,138.60197525,SA,City of Adelaide,2001/05/28,See Other Details,AB**,,,,,Y
39391,SA0041541,Producer's Hotel,BLDG,"233-237 Grenfell Street, Adelaide.",General Principles of Development Control - Pg  131,RECD,Adelaide,-34.92543539,138.60863498,SA,,,,****,,,,,Y
39393,SA0041441,Nurney House,BLDG,"232-246 Stanley Street, North Adelaide & 126-133 Kingston Terrace, North Adelaide",General Principles of Development Control - Pg  281,RECD,Adelaide,-34.9091954,138.60119516,SA,,,,****,,,,,Y
39394,SA0041385,National Bank,BLDG,"107-109 O'Connell Street, North Adelaide",General Principles of Development Control - Pg  195,RECD,Adelaide,-34.90715533,138.59405511,SA,,,,****,,,,,Y
39400,SA0042734,Confetti Restaurant,BLDG,"Situated at 143 Mount Barker Road, Stirling.  Location is approximate only.",Adelaide Hills Council - Stirling DC - Heritage Places And Historic Conservation Policy Area :  Pg  11 /,RECD,Adelaide,-35.00977617,138.72354493,SA,,,,****,,Milford's General Store,,,Y
39673,SA0045226,German Arms,BLDG,Former site.  On the State Heritage List.,,RECH,Adelaide,-35.02914486,138.80772005,SA,,,,****,,,,,Y
39680,SA0042759,Wensleydale,BLDG,"26 Sturt Valley Road, Stirling",Adelaide Hills Council - Stirling Dc - Heritage Places And Historic Conservation Policy Area :  Pg  13 /,RECD,Adelaide,-35.00954595,138.70432471,SA,,,,****,,,,,Y
39682,SA0042760,Balcarres,BLDG,"Situated at 26 Sturt Valley Road, Stirling.  Location is approximate only.",Adelaide Hills Council - Stirling DC - Heritage Places And Historic Conservation Policy Area :  Pg  12 /,RECD,Adelaide,-35.00960595,138.70419471,SA,,,,****,,,,,Y
39838,SA0027916,Green Valley,HMSD,,1:50 000 Mapsheet - 2nd Edition /,LOCH,Adelaide,-34.76722724,138.68915853,SA,,,,****,,,,,Y
39839,SA0041804,St Luke's Rectory,BLDG,"31-39 Whitmore Square, Adelaide, 142-152 Sturt Street, Adelaide",General Principles of Development Control - Pg  361,RECD,Adelaide,-34.93447514,138.59193464,SA,,,,****,,,,,Y
39840,SA0041977,Thebarton Mounted Police Barracks,BLDG,"Off Port Road, Adelaide",General Principles of Development Control - Pg  406,RECD,Adelaide,-34.9206851,138.58056473,SA,,,,****,,,,,Y
39841,SA0042018,Dale Avenue Bike Path,BPTH,,"Information provided from the Office for Cycling & Walking, Policy and Planning Division, DTEI /",LOCL,Adelaide,-35.14437547,138.46852329,SA,,,,PLSA,,,,,Y
39853,SA0049741,Frank Hayward House,BLDG,"Situated at 12-16 King George Avenue, North Brighton.  Location is approximate only.",City of Holdfast Bay - Local Heritage Par :  Pg  15 /,RECD,Adelaide,-35.00587384,138.51494255,SA,,,,****,,,,,Y
39131,SA0042070,Yarrabee (part Fromer Lunatic Asylum),BLDG,"Botanic Road, Adelaide.  Location is approximate only.",General Principles of Development Control - Pg  385,RECD,Adelaide,-34.92169544,138.61170508,SA,,,,****,,Lunatic Assylum (portion),,,Y
39132,SA0042066,Wiggs' Building,BLDG,"63-69 Grenfell Street, Adelaide",General Principles of Development Control - Pg  83,RECD,Adelaide,-34.9259253,138.60093488,SA,,,,****,,,,,Y
39142,SA0041550,Queen Adelaide Club,BLDG,"182-184 North Terrace, Adelaide",General Principles of Development Control - Pg  44,RECD,Adelaide,-34.9232053,138.59991492,SA,,,,****,,,,,Y
39143,SA0041524,Perryman's Shop,BLDG,"54-60 Tynte Street, North Adelaide",General Principles of Development Control - Pg  254,RECD,Adelaide,-34.90665537,138.59671515,SA,,,,****,,,,,Y
39144,SA0041609,Roche House,BLDG,"21-25 Palmer Place, North Adelaide",General Principles of Development Control - Pg  248,RECD,Adelaide,-34.91263528,138.592515,SA,,,,****,,,,,Y
39145,SA0041383,Museum of Economic Botany,BLDG,"Botanic Gardens, off North Terrace, Adelaide.  Location is approximate only.",General Principles of Development Control - Pg  385,RECD,Adelaide,-34.92044546,138.6120851,SA,,,,****,,,,,Y
39401,SA0041696,Sands and MacDougall Warehouse,BLDG,"73-79 Light Square, Adelaide",General Principles of Development Control - Pg  100,RECH,Adelaide,-34.92724518,138.59128475,SA,,,,****,,,,,Y
39402,SA0041700,Saracen's Head Hotel,BLDG,"84-90 Carrington Street, Adelaide, 34-40 Moore Street, Adelaide.",General Principles of Development Control - Pg  341,RECD,Adelaide,-34.93265527,138.60206478,SA,,,,****,,,,,Y
39403,SA0041707,Sarnia Building,BLDG,"26-30 Grote Street, Adelaide",General Principles of Development Control - Pg  94,RECD,Adelaide,-34.92991523,138.59669477,SA,,,,****,,,,,Y
39404,SA0041708,Savings Bank of South Australia,BLDG,"97 King William Street, Adelaide",Womersley Register /,RECD,Adelaide,-34.92669526,138.59798484,SA,,,,****,,,,,Y
39405,SA0041709,School of Music,SCHL,"271 Flinders Street, Adelaide",Womersley Register /,RECD,Adelaide,-34.92838536,138.60788492,SA,,,,****,,,,,Y
39407,SA0041712,Scots Church,BLDG,"237-240 North Terrace, Adelaide",General Principles of Development Control - Pg  44,RECD,Adelaide,-34.92306535,138.60388497,SA,,,,****,,,,,Y
39408,SA0041715,Seven Stars Hotel,BLDG,"187-191 Angas Street, Adelaide",General Principles of Development Control - Pg  330,RECD,Adelaide,-34.93137533,138.60681486,SA,,,,****,,,,,Y
39415,SA0041604,Rivoli Decor,BLDG,"18 Leigh Street, Adelaide",General Principles of Development Control - Pg  55,RECD,Adelaide,-34.92494525,138.59614484,SA,,,,****,,,,,Y
39416,SA0041579,Regent Cinema Facade,BLDG,"Regent Cinema facade and surviving theatre fabric, 101-107 Rundle Mall, Adelaide.",General Principles of Development Control - Pg  61,RECD,Adelaide,-34.92439532,138.60226492,SA,,,,****,,,,,Y
39417,SA0041607,Rob Roy Hotel,BLDG,"108-112 Halifax Street, Adelaide.",General Principles of Development Control - Pg  340,RECD,Adelaide,-34.93398527,138.60298477,SA,,,,****,,,,,Y
39418,SA0041627,Royal South Australian Deaf Society,BLDG,"264 South Terrace, Adelaide",Womersley Register /,RECD,Adelaide,-34.9364853,138.60674478,SA,,,,****,,,,,Y
39419,SA0041599,Richmond Arcade and Hotel,BLDG,"128-130 Rundle Mall, Adelaide.",General Principles of Development Control - Pg  61,RECD,Adelaide,-34.92405533,138.60315494,SA,,,,****,,,,,Y
39683,SA0042782,Coololi(e),BLDG,"Situated at 14 Fenchurch Road, Aldgate.  Location is approximate only.",Adelaide Hills Council - Stirling DC - Local Heritage Places and Historic Conservation Policy Areas :  Pg  2 /,RECD,Adelaide,-35.01700622,138.73257492,SA,,,,****,,,,,Y
39686,SA0025657,Gawler View Picnic Area,RESV,,1:50 000 Mapsheet / 1:10 000 Mapsheet / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,LOCL,Adelaide,-34.68412932,138.83116156,SA,,,,****,,,,,Y
39690,SA0056540,Mitsubishi Motors,FTRY,,1:50 000 Mapsheet-4th Edition /,RECD,Adelaide,-35.10675295,138.49112059,SA,,,,BSNA,,,,,Y
39691,SA0056469,Ngampa Yerta,RESV,Kaurna name meaning ngampa root ground (from 'ngampa' a type of edible root and 'yeta' meaning ground).,DEHAA.04/0273 /,LOCL,Adelaide,-34.90179541,138.59822525,SA,City of Adelaide,2001/05/28,See Other Details,AB**,,,,,Y
39694,SA0048541,Namgarina,HMSD,,1:50 000 Mapsheet-2nd Edition /,LOCL,Adelaide,-34.7589416,139.07497323,SA,,,,AB**,,,,,Y
39700,SA0053236,Para Trig,TRIG,,1 Mile to 1 Inch Mapsheet / 1:50 000 Mapsheet / 1:10 000 Mapsheet / SD.6654 / Government Gazette 27/6/1985 / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition /,GEOG,Adelaide,-34.78641715,138.69141825,SA,,,,****,,,,215 m,Y
39701,SA0007192,Blackwood High School,SCHL,School opened in 1961.,SA Education Department History Printout 1989 / SA Education Department Opens and Closures Printout 1989 /  SA Lands Department Property Register Printout 1988 /,RECD,Adelaide,-35.02800471,138.60439323,SA,Minister of Education,,,****,,,,,Y
39854,SA0049665,Alexandra Terrace,BLDG,"Situated at 1-7 Moseley Street, Glenelg.  Location is approximate only.",City of Holdfast Bay - Local Heritage PAR Pg 7 /,RECD,Adelaide,-34.98220395,138.51198291,SA,,,,****,,,,,Y
39859,SA0042735,Aptos Cruz Gallery,BLDG,"Former Uniting Church, Ashton Memorial Church, situated at 147 Mount Barker Road, Stirling.  Location is approximate only.",Adelaide Hills Council - Stirling DC - Heritage Places And Historic Conservation Policy Area :  Pg  11 /,RECD,Adelaide,-35.00977617,138.72354493,SA,,,,****,,,,,Y
39860,SA0018402,Delphi Park,HMSD,,1:50 000 Mapsheet - 2nd Edition /,LOCL,Adelaide,-34.95167712,138.77739653,SA,,,,****,,,,,Y
39863,SA0034554,Prettygate Farm,HMSD,"Note the 1:50 000 Mapsheet - 3rd Edition transposed the postion of this homestead with the position for 'Lazy K Farm'.  Renamed by new owners as 'Lilliput' in November 2002 - information supplied by Matthew Thredgold, owner.",1:50 000 Mapsheet - 3rd Edition / DAIS.22-413/01/0492 /,LOCH,Adelaide,-34.74572853,138.79318011,SA,,,,****,Lilliput (Homestead),,,,Y
39865,SA0039066,Leg of Mutton Gully,GLLY,,Survey Diagram Book / 1:50 000 Mapsheet / 1:10 000 Mapsheet / SD.6654 / Government Gazette 29/08/1985 / 1:50 000 Mapsheet-3rd Edition / 1:50 000 Mapsheet-4th Edition /,GEOG,Adelaide,-34.70990926,138.83911124,SA,,,,****,,,,,Y
39158,SA0049430,Seaford Interchange,RSTA,Station opened in 2013 with the extension of the former Noarlunga now Seaford rail line.,DPTI.2012/00798/01 / Government Gazette 23/2/2012 /  Dept of Planning Transport & Infratustructure Railway Station Dataset 2012 /,GEOG,Adelaide,-35.19070003,138.4821128,SA,,,,PLSA,,,,,Y
39159,SA0056514,Walyo Yerta,RESV,"Kaurna name meaning walyo root ground (from walyo, an edible white root like a raddish and yerta meaning ground).",DEHAA.04/0273 /,LOCL,Adelaide,-34.94007516,138.5965646,SA,City of Adelaide,2001/05/28,See Other Details,AB**,,,,,Y
39160,SA0056507,Mullawirraburka,RESV,Kaurna name for the gentleman known as 'King John'.  Dual naming approved by City of Adelaide on 28/5/2001.,DEHAA.04/0273 /,LOCL,Adelaide,-34.92535543,138.61275503,SA,City of Adelaide,2001/05/28,See Other Details,ABPR,,,Rymill Park,,Y
39161,SA0056513,Minno Wirra,RESV,Kaurna name meaning golden wattle grove (from minno meaning golden wattle and wirra meaning grove).,DEHAA.04/0273 /,LOCL,Adelaide,-34.94039509,138.58998452,SA,City of Adelaide,2001/05/28,See Other Details,AB**,,,,,Y
39420,SA0041634,Royal Victoria / Gueens Theatre,BLDG,"Playhouse Lane, Adelaide",Womersley Register /,RECH,Adelaide,-34.92668521,138.59354478,SA,,,,****,,,,,Y
39421,SA0041421,North Adelaide Police Station,BLDG,"61-69 Archer Street, North Adelaide",General Principles of Development Control - Pg  254,RECH,Adelaide,-34.90859536,138.59686512,SA,,,,****,,,,,Y
39422,SA0041610,Rose Garden Fountain Monument,MONU,"Off North Terrace, Adelaide.  Location is approximate only.",General Principles of Development Control - Pg  385,RECD,Adelaide,-34.92250533,138.60182495,SA,,,,****,,,,,Y
39423,SA0041613,Royal Oak Hotel,BLDG,"121-129 O'Connell Street, North Adelaide",General Principles of Development Control - Pg  196,RECD,Adelaide,-34.90732533,138.59409511,SA,,,,****,,,,,Y
39424,SA0009393,Breakneck Hill,HILL,Spelling as recorded by Captain Edmonds.,Captain Edmunds Map /,VART,Adelaide,-34.81882806,138.78986887,SA,,,,DE**,,,Break-Neck Hill,,Y
39426,SA0018754,Montacute Heights,LOCU,Now incorporated into the bounded locality of Montacute,1:50 000 Mapsheet / 1:250 000 Mapsheet / 1:50 000 Mapsheet - 3rd Edition / 1:50 000 Mapsheet - 4th Edition /,RECD,Adelaide,-34.90313731,138.76755722,SA,,,,****,,,,,Y
39430,SA0056582,Bingarra,HMSD,Also shown as Bingarran Homestead and Bingarrah Homestead.,1:50 000 Mapsheet-4th Edition /,LOCL,Adelaide,-35.18146448,138.66758141,SA,,,,****,,,See Other Details,,Y
39432,SA0056521,Victoria Park,RESV,Dual naming approved by City of Adelaide on 28/5/2001.,DEHAA.04/0273 /,LOCL,Adelaide,-34.93443545,138.61911496,SA,,,,****,,,Bakkabakkandi,,Y
39434,SA0045566,Mitcham West Post Office,BLDG,Name altered on 19/6/1967 to agree with the name of the suburb in which the post office is located.  Location is approximate only to the centre of the suburb.,DL.3/1967 /,RECH,Adelaide,-34.98246499,138.60439399,SA,,,,****,Lower Mitcham Post Office,,,,Y
39435,SA0065666,Tea Tree Gully Post Office,BLDG,Location is approximate to the centre of the developed portion if the suburb.,,RECH,Adelaide,-34.8242973,138.72509802,SA,,,,PLSA,,,,,Y
39704,SA0041656,Ruthven Mansions,BLDG,"15-31 Pulteney Street, Adelaide.  Shown as 18-20 Pulteney Street, Adelaide on the Womersley Register.",General Principles of Development Control - Pg  44,RECD,Adelaide,-34.92360535,138.60396496,SA,,,,****,,,,,Y
39705,SA0041432,North Adelaide Private Hospital,HOSP,"21-25 Lefevre Terrace, North Adelaide.  Shown as 26 Lefevre Terrace, North Adelaide in the Womersley Register.",Womersley Register /,RECD,Adelaide,-34.90894538,138.59930515,SA,,,,****,,,,,Y
39706,SA0041602,Rio's Nightclub,BLDG,"111-115 Hindley Street, Adelaide & 1-11 Rosina Street, Adelaide",General Principles of Development Control - Pg  55,RECD,Adelaide,-34.92494522,138.59390482,SA,,,,****,,,,,Y
39714,SA0030120,Hermitage Estate,SUBD,"Private subdivision of sections 5551/3, 5555, 5558, 5567/8 & 5570.  Now portions of Lower Hermitage and Inglewood.",,RECH,Adelaide,-34.8152779,138.77386874,SA,,,,****,See Other Details,,,,Y
39873,SA0049779,North Brighton Cemetery,CEM,"Situated at 301 Brighton Road, North Brighton.",City of Holdfast Bay - Local Heritage Par :  Pg  14 /,RECD,Adelaide,-35.00393389,138.51817262,SA,,,,****,,,,,Y
39874,SA0049621,Primitive Methodist Church,BLDG,"Situated at 40 Bath Street, Glenelg South.  Location is approximate.",City of Holdfast Bay - Local Heritage PAR Pg 4 /,RECD,Adelaide,-34.99171394,138.5159728,SA,,,,****,,,,,Y
39875,SA0049566,Seafield Tower,BLDG,"Situated at 6-7 South Esplanade, Glenelg.  Location is approximate only.",City of Holdfast Bay - Local Heritage PAR Pg 1 / DTEI.2009/29930/01 /,RECD,Adelaide,-34.98311392,138.50985287,SA,,,,****,,,,,Y
39876,SA0049765,Inverurie,BLDG,"Situated at 23 Walkers Road, Somerton Park.  Location is approximate only.",City of Holdfast Bay - Local Heritage PAR Pg 20 /,RECD,Adelaide,-34.99533391,138.51489272,SA,,,,****,,,,,Y
39880,SA0044755,Heysen Tunnels,TUNN,Name selected from a list of proposed names put forward by contestants in a public competition.  Final chose made by the Minister for Transport.  Name to remain as a recorded name at present - action approved by Surveyor-General on 20/3/2000.,DEHAA.04/0262 /,RECD,Adelaide,-34.97482584,138.67550495,SA,Minister for Transport,,"Hans Heysen, noted Painter",PRSA,,,,,Y
39171,SA0041523,People's Palace,BLDG,"87-95 Pirie Street, Adelaide",General Principles of Development Control - Pg  82,RECH,Adelaide,-34.9272853,138.60174487,SA,,,,****,,,,,Y
39172,SA0041489,Paringa Building,BLDG,"2-8 Gilbert Place, Adelaide",General Principles of Development Control - Pg  55,RECD,Adelaide,-34.92481526,138.59727486,SA,,,,****,,,,,Y
39173,SA0041528,Piccadilly Cinema,BLDG,"181-193 O'Connell Street, North Adelaide",General Principles of Development Control - Pg  195,RECD,Adelaide,-34.90459534,138.59319515,SA,,,,****,,,,,Y
39178,SA0041945,The Central Market,BLDG,,General Principles of Development Control - Pg  113,RECD,Adelaide,-34.93098522,138.59680475,SA,,,,****,,,,,Y
39183,SA0024384,Flinders Park East,SUBD,Private subdivision.  Name approved by Nomenclature Committee as a subdivision name on 26/2/1926.  Altered to Flinders park on 4/5/1926 - vide L&S.645/1926,L&S.645/1926 /,RECH,Adelaide,-34.91065482,138.55001454,SA,,,,DELO,Flinders Park (portion),,,,Y
39442,SA0041611,Royal Admiral Hotel,BLDG,"125-127 Hindley Street, Adelaide",General Principles of Development Control - Pg  55,RECD,Adelaide,-34.92628522,138.5946348,SA,,,,****,,,,,Y
39443,SA0041398,Naval Military and Air Force Club,BLDG,"101-119 Hutt Street, Adelaide",General Principles of Development Control - Pg  175,RECD,Adelaide,-34.93008538,138.61053493,SA,,,,****,,,,,Y
39444,SA0041442,"Nursing School, Royal Adelaide Hospital",HOSP,"Corner of North Terrace and Frome Road, Adelaide",General Principles of Development Control - Pg  190,RECD,Adelaide,-34.92227538,138.60666501,SA,,,,****,,,,,Y
